id,text,author
id08940,Crossing the ocean in a balloon is not so difficult a feat after all.,EAP
id27124,My bed was so contrived upon the floor of the car as to bring my head in lying down immediately below the mouth of the pitcher.,EAP
id20081,The second object of the cloth is to deaden and render indistinct all sounds occasioned by the movements of the person within. .,EAP
id21512,This accident with the loss of my insurance and with the more serious loss of my hair the whole of which had been singed off by the fire predisposed me to serious impressions so that finally I made up my mind to take a wife.,EAP
id07945,The articles taken out were deposited among the brambles and the dog left to guard them with strict orders from Jupiter neither upon any pretence to stir from the spot nor to open his mouth until our return.,EAP
id12618,He was descended from a good family in France where he had lived for many years in affluence respected by his superiors and beloved by his equals.,MWS
id14398,"I fear you have mesmerized"" adding immediately afterwards ""deferred it too long.""",EAP
id17520,To what extent could the laws of sanity apply to such a case?,HPL
id22245,All the terror I had dimly felt before rushed upon me actively and vividly and I knew that I loathed the ancient and abhorrent creature so near me with an infinite intensity.,HPL
id02730,The house of Jermyn no longer existed.,HPL
id11358,This was precisely what had formed the subject of my reflections.,EAP
id16538,The really inexplicable thing was the way in which the victims ignorant people for the ill smelling and widely shunned house could now be rented to no others would babble maledictions in French a language they could not possibly have studied to any extent.,HPL
id18724,The disquisitions upon death and suicide were calculated to fill me with wonder.,MWS
id26496,they wanted to mix like they done with the Kanakys an' he fer one didn't feel baound to stop 'em.,HPL
id17702,Arose early and to my great joy at length beheld what there could be no hesitation in supposing the northern Pole itself.,EAP
id00384,I would have to count on sheer speed and the chance of getting to a window before any hostile forces became coördinated enough to open the right door toward me with a pass key.,HPL
id27433,"this indescribable something which men will persist in terming ""genius?""",EAP
id11513,You yourself sickened and passed into the grave; and thither your constant Una speedily followed you.,EAP
id13514,Raymond had been exalted by the determination he had made; but with the declining day his spirits declined.,MWS
id05258,His soul overflowed with ardent affections and his friendship was of that devoted and wondrous nature that the world minded teach us to look for only in the imagination.,MWS
id03123,I was bound by a solemn promise which I had not yet fulfilled and dared not break or if I did what manifold miseries might not impend over me and my devoted family Could I enter into a festival with this deadly weight yet hanging round my neck and bowing me to the ground?,MWS
id26340,It was our design to sit up together till very late and then watch singly till dawn in two hour stretches myself first and then my companion; the inactive member resting on the cot.,HPL
id03050,I gave him love only.,MWS
id06747,This alone would have sufficed to produce death.,EAP
id23889,Elihu Whipple had lived according to the hygienic laws he had preached as a physician and but for what happened later would be here in full vigour today.,HPL
id11276,On the contrary I believe that I am well made and possess what nine tenths of the world would call a handsome face.,EAP
id07034,"Shakspeare whose popularity was established by the approval of four centuries had not lost his influence even at this dread period; but was still ""Ut magus"" the wizard to rule our hearts and govern our imaginations.",MWS
id02547,The system had its disadvantages and even its dangers.,EAP
id00533,"""It took Obed to git the truth aout o' them heathen.",HPL
id17147,"""And here we must refer to an observation of Le Commerciel; an observation upon which I have already in some measure commented.",EAP
id27339,As I advanced in years it was more strongly developed; becoming for many reasons a cause of serious disquietude to my friends and of positive injury to myself.,EAP
id26562,One evening as I strolled on Victoria Embankment for some needed air I saw a black shape obscure one of the reflections of the lamps in the water.,HPL
id16834,I became intimate with him and each day afforded me occasion to admire more and more his powerful and versatile talents that together with his eloquence which was graceful and witty and his wealth now immense caused him to be feared loved and hated beyond any other man in England.,MWS
id14138,I am constitutionally nervous this with me is a family failing and I can't help it.,EAP
id25089,In vain our Protector and his partizans sought to conceal this truth; in vain day after day he appointed a period for the discussion of the new laws concerning hereditary rank and privilege; in vain he endeavoured to represent the evil as partial and temporary.,MWS
id24787,This was in fact one of his hobbies.,EAP
id02182,She felt that once awakened Raymond would never return unrepining to Windsor.,MWS
id12859,Captain Barclay who walked against Time would not walk against him.,EAP
id15720,Earl Sawyer now took the telescope and reported the three figures as standing on the topmost ridge virtually level with the altar stone but at a considerable distance from it.,HPL
id08230,Listen to me and then reflect if you ought to win me to your project even if with the over bearing eloquence of despair you could make black death so inviting that the fair heaven should appear darkness.,MWS
id19755,I shall no longer feel the agonies which now consume me or be the prey of feelings unsatisfied yet unquenched.,MWS
id14602,I believe I sang a great deal and laughed oddly when I was unable to sing.,HPL
id02199,PERHAPS no exhibition of the kind has ever elicited so general attention as the Chess Player of Maelzel.,EAP
id15585,If you had moved they would have been at you long ago.,HPL
id05604,Every morning I gave my proboscis a couple of pulls and swallowed a half dozen of drams.,EAP
id22665,Now if it were observed that never in any single instance did M. Maelzel differ from the routine we have pointed out as necessary to our solution it would be one of the strongest possible arguments in corroboration of it but the argument becomes infinitely strengthened if we duly consider the circumstance that he does occasionally deviate from the routine but never does so deviate as to falsify the solution. .,EAP
id19297,But I have one want which I have never yet been able to satisfy and the absence of the object of which I now feel as a most severe evil I have no friend Margaret: when I am glowing with the enthusiasm of success there will be none to participate my joy; if I am assailed by disappointment no one will endeavour to sustain me in dejection.,MWS
id12373,"William Justine and Henry they all died by my hands.""",MWS
id24464,Again he seemed to be in the interior of a house an old house apparently but the details and inhabitants were constantly changing and he could never be certain of the faces or the furniture or even of the room itself since doors and windows seemed in just as great a state of flux as the more presumably mobile objects.,HPL
id13853,We may however presume he would not have adopted it but for some occasion of especial state.,EAP
id01404,Having done this he issued from his state room fully dressed and proceeded to call Mrs. W. from hers.,EAP
id17447,Having obtained an oar at the water gate we proceeded together to his residence while he rapidly recovered his self possession and spoke of our former slight acquaintance in terms of great apparent cordiality.,EAP
id09415,I could not summon courage to move.,EAP
id25992,In the evening Barry dined with me and announced that he would begin the drainage in two days.,HPL
id07704,He showed unparalleled malignity and selfishness in evil; he destroyed my friends; he devoted to destruction beings who possessed exquisite sensations happiness and wisdom; nor do I know where this thirst for vengeance may end.,MWS
id14263,"Nay you may have met with another whom you may love; and considering yourself as bound in honour to Elizabeth this struggle may occasion the poignant misery which you appear to feel."" ""My dear father reassure yourself.",MWS
id14646,A very strange coincidence indeed Just what Doctor Dubble L. Dee would denominate an extraordinary concurrence of events.,EAP
id05622,Thus pain which in the inorganic life is impossible is possible in the organic.,EAP
id08762,"We could not tear ourselves away from each other nor persuade ourselves to say the word ""Farewell"" It was said and we retired under the pretence of seeking repose each fancying that the other was deceived; but when at morning's dawn I descended to the carriage which was to convey me away they were all there my father again to bless me Clerval to press my hand once more my Elizabeth to renew her entreaties that I would write often and to bestow the last feminine attentions on her playmate and friend.",MWS
id18057,It is likely that he felt only vexation when in  the town council ordered him to fumigate the place with sulphur tar and gum camphor on account of the much discussed deaths of four persons presumably caused by the then diminishing fever epidemic.,HPL
id03329,I accordingly went over to the plantation and re instituted my inquiries among the older negroes of the place.,EAP
id01213,The aspect of the country had so far changed that it had been impossible to enter on the task of sowing seed and other autumnal labours.,MWS
id17266,He held out his hand with almost a bashful air.,MWS
id03873,I was sorry I had put out the light yet was too tired to rise and turn it on again.,HPL
id26664,To promenade as usual and large customer brought fat man..................................................... AUG. .,EAP
id08467,The devastation was not confined to the towns but spread throughout the country; the hunter died in the woods the peasant in the corn fields and the fisher on his native waters.,MWS
id01726,Had he himself talked as well as walked around the house in his sleep?,HPL
id03408,In another instant I was knocked from my gruesome bench by the devilish threshing of some unseen entity of titanic size but undetermined nature; knocked sprawling on the root clutched mould of that abhorrent graveyard while from the tomb came such a stifled uproar of gasping and whirring that my fancy peopled the rayless gloom with Miltonic legions of the misshapen damned.,HPL
id00470,'There were originally but three Muses Melete Mneme Aoede meditation memory and singing.',EAP
id24385,There were the two sisters the bride and the artist the latter in one of his customary fits of moody misanthropy.,EAP
id08654,When the servant came back she gave me a letter.,MWS
id20528,My life had hitherto been remarkably secluded and domestic and this had given me invincible repugnance to new countenances.,MWS
id12011,Their arrangement was odd and seemed to follow the symmetries of some cosmic geometry unknown to earth or the solar system.,HPL
id25202,I saw in fine that he would be driven as a matter of course to simplicity if not deliberately induced to it as a matter of choice.,EAP
id03233,In a moment she was in his arms.,MWS
id03048,They feared outsiders but slowly grew accustomed to us; finally helping vastly when we beat down all the thickets and tore out all the partitions of the mansion in our search for the lurking fear.,HPL
id04739,Moreover it is inserted in at least five or six of the daily papers of the day while in point of time it makes its appearance only a few hours after the original.,EAP
id27613,She was alarmed by this account and passed several hours in looking for him when the gates of Geneva were shut and she was forced to remain several hours of the night in a barn belonging to a cottage being unwilling to call up the inhabitants to whom she was well known.,MWS
id02112,Certain data being given certain results necessarily and inevitably follow.,EAP
id04444,"Sometimes it made me weep; and at other times I repeated with transport those words ""One day I may claim her at your hands.""",MWS
id12792,This was all accomplished even as I wished.,MWS
id04953,Perdita at length subdued her burst of passion and rose she looked round for Clara; the child frightened not recognizing her father and neglected by us had crept to the other end of the boat; she came at her mother's call.,MWS
id07819,No guilt no mischief no malignity no misery can be found comparable to mine.,MWS
id14985,Her father grew worse; her time was more entirely occupied in attending him; her means of subsistence decreased; and in the tenth month her father died in her arms leaving her an orphan and a beggar.,MWS
id17399,After that experience West had dropped his researches for some time; but as the zeal of the born scientist slowly returned he again became importunate with the college faculty pleading for the use of the dissecting room and of fresh human specimens for the work he regarded as so overwhelmingly important.,HPL
id27285,"""Did we form ourselves choosing our dispositions and our powers?",MWS
id06640,"What can I say? if you refuse to aid me I am lost indeed"" She cast up her eyes while wonder held her auditors mute; then as if carried away by her feelings she cried ""My brother beloved ill fated Adrian how speak of your misfortunes?",MWS
id22888,The result of the natural style of gardening is seen rather in the absence of all defects and incongruities in the prevalence of a beautiful harmony and order than in the creation of any special wonders or miracles.,EAP
id01351,"""Abhorred monster Fiend that thou art The tortures of hell are too mild a vengeance for thy crimes.",MWS
id04320,In shutting up the box no particular order is observed except that the folding doors are always closed before the drawer.,EAP
id21054,We were alone together; the sun had set; the song of the nightingales began; the evening star shone distinct in the flood of light which was yet unfaded in the west.,MWS
id22077,Mrs. Wyatt had been closely veiled; and when she raised her veil in acknowledging my bow I confess that I was very profoundly astonished.,EAP
id05930,He granted for the sake of argument that some unnatural monster had really existed but reminded me that even the most morbid perversion of Nature need not be unnamable or scientifically indescribable.,HPL
id04363,But at the epoch of which I speak the analogy which a casual observation of a star offered to the conclusions I had already drawn struck me with the force of positive conformation and I then finally made up my mind to the course which I afterwards pursued.,EAP
id17504,Toward the last I became acutely afraid of West for he began to look at me that way.,HPL
id04132,"""And now what are we to make of the argument that the body found could not be that of Marie Rogêt because three days only having elapsed this body was found floating?",EAP
id07720,He retained nevertheless in a very remarkable manner both his mental power and a certain degree of physical strength.,EAP
id16245,It had seemed to follow a whirring that was not of the old woman's spinning wheel.,HPL
id02518,Adrian despised the narrow views of the politician and Raymond held in supreme contempt the benevolent visions of the philanthropist.,MWS
id24129,Have you no brain whereby you may recognise the will which has through six long centuries fulfilled the dreadful curse upon your house?,HPL
id10828,The table was superbly set out.,EAP
id12229,When night came again the barricading was repeated though there was less huddling together of families.,HPL
id09453,Here the well written and urgent communications to the journals are much in the way of corroboration.,EAP
id26060,I followed his glance and beheld just above us on the loose plaster of the ancient ceiling a large irregular spot of wet crimson which seemed to spread even as I viewed it.,HPL
id14472,He spoke in a dreamy stilted manner which suggested pose and alienated sympathy; and my uncle shewed some sharpness in replying for the conspicuous freshness of the tablet implied kinship with anything but archaeology.,HPL
id22318,Coincidences in general are great stumbling blocks in the way of that class of thinkers who have been educated to know nothing of the theory of probabilities that theory to which the most glorious objects of human research are indebted for the most glorious of illustration.,EAP
id11500,It was he who wisely advised the burgesses of Ulthar when they passed their remarkable law against the slaying of cats and who first told the young priest Atal where it is that black cats go at midnight on St. John's Eve.,HPL
id26867,He the Fly was very little better than he should be.,EAP
id04245,Alas I who so lately knew of nought but the joy of life; who had slept only to dream sweet dreams and awoke to incomparable happiness I now passed my days and nights in tears.,MWS
id02524,We saw it not as an astronomical phenomenon in the heavens but as an incubus upon our hearts and a shadow upon our brains.,EAP
id16371,From my position which was far above the level of the town I could perceive its every nook and corner as if delineated on a map.,EAP
id12871,The limbs save for their black fur roughly resembled the hind legs of prehistoric earth's giant saurians; and terminated in ridgy veined pads that were neither hooves nor claws.,HPL
id20812,That among them we should look for the agency of the threatened fiery destruction had been for many years considered an inadmissible idea.,EAP
id06358,We know that it will be ruinous to make delay.,EAP
id03436,I have no one near me gentle yet courageous possessed of a cultivated as well as of a capacious mind whose tastes are like my own to approve or amend my plans.,MWS
id09069,In the winter of  however the dreams began.,HPL
id23794,The ship and all in it are imbued with the spirit of Eld.,EAP
id12916,Looking at my watch I found it six o'clock.,EAP
id26423,the or substituting the natural letters where known it reads thus: the tree thr?h the.,EAP
id10085,I had a curious desire to look out of that window over the wall and down the unseen slope at the glittering roofs and spires which must lie outspread there.,HPL
id18045,Thus situated my only resource was to drive before the wind.,MWS
id20325,The chanted ritual was not the secret that was never spoken aloud only whispered.,HPL
id04213,His friends remembered him as a brilliant vision which would never again return to them.,MWS
id14019,In reply to a jumble of questions they only shook their heads and reaffirmed one vital fact.,HPL
id15651,"Present her with a mirror in which she may know herself; and when she is an adept in that necessary but difficult science she will wonder at her present mistake and hasten to restore to me what is by right mine her forgiveness her kind thoughts her love.""",MWS
id10637,Here truly was the apotheosis of the unnamable.,HPL
id02633,What could he be dreaming of?,EAP
id04473,In reply to my question Tillinghast mumbled that this permanent glow was not electrical in any sense that I could understand.,HPL
id15110,Even our soldiers were awed to silence; the music paused; the clang of arms was hushed.,MWS
id16972,I saw them now even more unequivocally than I beheld them then.,EAP
id12740,"Beneath the shades of night and through the day whose garish light displays our solitude thou wilt still be at my side and even Windsor will not be regretted.""",MWS
id25105,In an instant afterward he rapped with a gentle touch at my door and entered bearing a lamp.,EAP
id18264,By a strange narrowness of ideas he viewed all the world in connexion only as it was or was not related to his little society.,MWS
id10668,Object there was none.,EAP
id05715,We cannot help perceiving abundance of filth in every kennel and were it not for the over powering fumes of idolatrous incense I have no doubt we should find a most intolerable stench.,EAP
id03379,Their minister at Constantinople was urged to make the necessary perquisitions and should his existence be ascertained to demand his release.,MWS
id22837,They counted the garrison; it was impossible that it should be relieved; each sally was a victory; for even when the Turks were triumphant the loss of men they sustained was an irreparable injury.,MWS
id18929,The murderous mark of the fiend's grasp was on her neck and the breath had ceased to issue from her lips.,MWS
id04295,Let us get into a place of safety as soon as possible.,EAP
id26785,I hate the moon I am afraid of it for when it shines on certain scenes familiar and loved it sometimes makes them unfamiliar and hideous.,HPL
id25610,This latter I felt not saw.,EAP
id03593,Leave the task of persuasion on that point to me; I do not ask you to assist me there.,MWS
id21609,We dug very steadily for two hours.,EAP
id11697,I was to be his consoler his companion in after years.,MWS
id05796,My bill ran thus: Messrs. Cut Comeagain Merchant Tailors.,EAP
id17516,Just how fully the pursuit was organised and indeed just what its purpose might be I could form no idea.,HPL
id25304,Again I rose and exerting all the firmness of which I was master removed the planks which I had placed before my hovel to conceal my retreat.,MWS
id16748,Slowly amidst the distorted horrors of that indescribable scene she began to churn the lethal waters; whilst on the masonry of that charnel shore that was not of earth the titan Thing from the stars slavered and gibbered like Polypheme cursing the fleeing ship of Odysseus.,HPL
id27478,Others perceived only a passing casualty; they endeavoured to exchange terror for heedlessness and plunged into licentiousness to avoid the agonizing throes of worst apprehension.,MWS
id17564,"""Whose name is Davy Jones"" ejaculated Tarpaulin helping the lady by his side to a skull of liqueur and pouring out a second for himself.",EAP
id09178,Wanderers in that happy valley Through two luminous windows saw Spirits moving musically To a lute's well tunéd law Round about a throne where sitting Porphyrogene In state his glory well befitting The ruler of the realm was seen.,EAP
id27420,And then there came to me the crowning horror of all the unbelievable unthinkable almost unmentionable thing.,HPL
id05615,Adjusting the focus of the telescope I again looked and now made it out to be a human skull.,EAP
id11928,My dreams were terrifically disturbed by visions of the Angel of the Odd.,EAP
id24773,why not General John A. B. C.? Savage affair that with the Kickapo o o os wasn't it?,EAP
id21578,He was seldom at the palace; never but when he was assured that his public duties would prevent his remaining alone with Perdita.,MWS
id07961,Those most remote from the spectators are the longest those in the middle are about two inches shorter and those nearest the company about two inches shorter still and the candles on one side differ in height from the candles respectively opposite on the other by a ratio different from two inches that is to say the longest candle on one side is about three inches shorter than the longest candle on the other and so on.,EAP
id00702,Here he closed his eyes and placed his hand upon his heart.,EAP
id26144,In the second place I could have no breeches until I came across the crow.,EAP
id27929,I myself would have thought of biological degeneration rather than alienage.,HPL
id20177,When I am gone you will console your mother and tell her that death was only bitter because it divided me from her; that my last thoughts will be spent on her.,MWS
id03115,"""And then there was an ignoramus"" said he ""who mistook himself for a frog which by the way he resembled in no little degree.",EAP
id21664,West young despite his marvellous scientific acquirements had scant patience with good Dr. Halsey and his erudite colleagues; and nursed an increasing resentment coupled with a desire to prove his theories to these obtuse worthies in some striking and dramatic fashion.,HPL
id24569,But now the time is come when I may quit life I have a friend who will not refuse to accompany me in this dark journey; such is my request: earnestly do I entreat and implore you to die with me.,MWS
id13121,P. What then shall I ask?,EAP
id12915,And then swiftly he dispatched his aides de camp to command the horse to fall on the routed enemy.,MWS
id06638,It afforded me more real delight than all the mere worldly advantages accruing from my sin.,EAP
id05848,Yet I smile and sometimes I speak almost forgetful of the change I have endured.,MWS
id01444,As soon as the health of Raymond was sufficiently re established he prepared to join the Grecian camp hear Kishan a town of some importance situated to the east of the Hebrus; in which Perdita and Clara were to remain until the event of the expected battle.,MWS
id01350,Did the sun shine on any who could enjoy its light with purer and more intense bliss?,MWS
id00158,"Without was the ""Red Death.""",EAP
id11486,I cannot lead on to battle; I cannot through intrigue and faithlessness rear again the throne upon the wreck of English public spirit.,MWS
id25305,At length with a wild desperation at heart I quickly unclosed my eyes.,EAP
id23411,It could not have been less than five hundred miles and was probably much more.,EAP
id12714,Innsmouth was rapidly becoming intolerable and I turned down Paine Street toward the Square in the hope of getting some vehicle to take me to Arkham before the still distant starting time of that sinister bus.,HPL
id21289,In Babson Street which crossed Federal and might thus reveal me to the searchers I clung as closely as possible to the sagging uneven buildings; twice pausing in a doorway as the noises behind me momentarily increased.,HPL
id10508,I was too much exhausted to speak so I merely regarded him with an imploring air.,EAP
id03130,I alighted at Perth; and though much fatigued by a constant exposure to the air for many hours I would not rest but merely altering my mode of conveyance I went by land instead of air to Dunkeld.,MWS
id13790,For a decade had it been talked of in the land of Mnar and as it drew nigh there came to Sarnath on horses and camels and elephants men from Thraa Ilarnek and Kadatheron and all the cities of Mnar and the lands beyond.,HPL
id04176,She appeared affected by different feelings; wiping a few tears from her lovely eyes she held out her hand to Felix who kissed it rapturously and called her as well as I could distinguish his sweet Arabian.,MWS
id20210,I never so knew it nor did you.,EAP
id16288,The patient's extremities were of an icy coldness.,EAP
id12992,There was nothing said or heard about the matter in the Rue Pavée St. Andrée that reached even the occupants of the same building.,EAP
id01573,I leaned against a tree to observe them.,MWS
id00819,"""The day is ours"" he cried ""the Turks fly from the bayonet.""",MWS
id09443,In short both principle and policy demanded stern action; and I could not doubt but that Publius Scribonius bearing in mind the dignity and obligations of the Roman People would adhere to his plan of despatching the cohort me accompanying despite such objections as Balbutius and Asellius speaking indeed more like provincials than Romans might see fit to offer and multiply.,HPL
id27327,From Dunedin the Alert and her noisome crew had darted eagerly forth as if imperiously summoned and on the other side of the earth poets and artists had begun to dream of a strange dank Cyclopean city whilst a young sculptor had moulded in his sleep the form of the dreaded Cthulhu.,HPL
id04086,I shuddered as the man grew colloquial and with familiar speech of another day.,HPL
id09410,You therefore did not design the skull and no one else was present to do it.,EAP
id12139,I was therefore quite anxious to make her acquaintance.,EAP
id02746,Doctor Templeton had been a traveller in his younger days and at Paris had become a convert in great measure to the doctrines of Mesmer.,EAP
id04375,His genius was transcendant and when it rose as a bright star in the east all eyes were turned towards it in admiration.,MWS
id07492,Whenever a rich old hunks or prodigal heir or bankrupt corporation gets into the notion of putting up a palace there is no such thing in the world as stopping either of them and this every intelligent person knows.,EAP
id15369,"These periodicals will undoubtedly accept any literary offal you may send them and as undoubtedly promise to pay for it.""",EAP
id27257,Some motive for which he did not account even to himself prevented him from relating his adventure to Perdita.,MWS
id14735,Opposite the large window was an enormous Dutch fireplace with scriptural tiles representing the prodigal son and opposite the narrow window was a spacious bed built into the wall.,HPL
id19270,Alas for that accursed time They bore thee o'er the billow From Love to titled age and crime And an unholy pillow From me and from our misty clime Where weeps the silver willow That these lines were written in English a language with which I had not believed their author acquainted afforded me little matter for surprise.,EAP
id21032,Even broken in spirit as he is no one can feel more deeply than he does the beauties of nature.,MWS
id17355,Propped level on that floor were low cases full of books of every degree of antiquity and disintegration and in the centre were a table and bench both apparently fastened in place.,HPL
id06686,When these qualities are unavailing their schemes fail.,EAP
id04250,"The gruff voice said repeatedly 'sacré' 'diable' and once 'mon Dieu.' ""Jules Mignaud banker of the firm of Mignaud et Fils Rue Deloraine.",EAP
id20121,Mus go in to night you know else there'll be the d l to pay and ' 'And not a bit of pitch hot' interrupted the foreman with a deep sigh and an emphasis on the 'bit.' 'Is it a long paragraph Bob?' 'Shouldn't call it a wery long paragrab' said Bob. 'Ah well then do the best you can with it We must get to press' said the foreman who was over head and ears in work; 'just stick in some other letter for o; nobody's going to read the fellow's trash anyhow.' 'Wery well' replied Bob 'here goes it' and off he hurried to his case muttering as he went: 'Considdeble vell them ere expressions perticcler for a man as doesn't swar.,EAP
id01489,Thus while Perdita was entertaining her guests and anxiously awaiting the arrival of her lord his ring was brought her; and she was told that a poor woman had a note to deliver to her from its wearer.,MWS
id11679,The fire of madness died from his eyes and in dull wonder he looked at his questioners and asked why he was bound.,HPL
id04642,"""Claws enuff massa and mouth too.",EAP
id01381,The grapnel caught at  P.M. precisely; and thus the whole voyage was completed in seventy five hours; or rather less counting from shore to shore.,EAP
id12962,In vain did the eye strive to find the wreck of some northern cloud in the stainless empyrean which might bring hope of change and moisture to the oppressive and windless atmosphere.,MWS
id20679,"I says I didn't do no pryin' arter that night but I faound things aout jest the same ""Yew want to know what the reel horror is hey?",HPL
id04503,When the doors were shut the dwarf was enabled to bring his body within the box the noise produced by some portion of the machinery allowing him to do so unheard and also to close the door by which he entered.,EAP
id02076,It is a matter of course.,EAP
id26349,But if this idea was not even then altogether adopted I could at least doubt no longer when arising from the bed tottering with feeble steps with closed eyes and with the manner of one bewildered in a dream the thing that was enshrouded advanced boldly and palpably into the middle of the apartment.,EAP
id10627,I did; but the fragile spirit clung to its tenement of clay for many days for many weeks and irksome months until my tortured nerves obtained the mastery over my mind and I grew furious through delay and with the heart of a fiend cursed the days and the hours and the bitter moments which seemed to lengthen and lengthen as her gentle life declined like shadows in the dying of the day.,EAP
id20929,I had been excited to the utmost by the proceedings of the day and now more than ever by the passionate language of Raymond.,MWS
id09535,At that instant some person tried the latch of the door.,EAP
id21946,That he should know of our existence and treat us near at hand with the same contumely which his father had practised in distance and absence appeared to me the certain consequence of all that had gone before.,MWS
id26941,I am twenty two you say granted: indeed you may as well call me at once twenty three.,EAP
id01715,I advanced a step and listened to the sound of his tranquil breathing.,EAP
id10138,Idris leaned back in the carriage; her two hands pressed mine her countenance was placid she seemed to lose the sense of what she now left in the memory of what she still possessed.,MWS
id21435,The windows too were without curtains; the shutters being shut were securely fastened with iron bars applied diagonally after the fashion of our ordinary shop shutters.,EAP
id19313,The scene I cannot describe I should faint if I tried it for there is madness in a room full of classified charnel things with blood and lesser human debris almost ankle deep on the slimy floor and with hideous reptilian abnormalities sprouting bubbling and baking over a winking bluish green spectre of dim flame in a far corner of black shadows.,HPL
id15750,But repugnance was soon forgotten in admiration for the strange physician's extreme skill at once became manifest despite the ice coldness and shakiness of his bloodless looking hands.,HPL
id07851,The faint rose again blushed on his cheek; his brow and lips lost the ashy paleness of threatened dissolution; such was the dear reward of my unremitting attention and bounteous heaven added overflowing recompence when it gave me also the thanks and smiles of Idris.,MWS
id02461,Corroborated the testimony and the opinions of M. Dumas.,EAP
id20788,"""Are you better now sir?"" said she.",MWS
id06371,Is it wonderful that the one known atrocity should influence the popular judgment in regard to the other unknown?,EAP
id01330,Out of that dream came rescue the Vigilant the vice admiralty court the streets of Dunedin and the long voyage back home to the old house by the Egeberg.,HPL
id24741,"But let us go; to morrow we will arrange to ride out together and proceeding towards that part of the forest call upon him.""",MWS
id22443,"Do you remember the story they tell of Abernethy?""",EAP
id04614,You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings.,MWS
id05087,My countenance was painted with the hues of ill health and vexation.,MWS
id18804,Well if you must hear it I don't know why you shouldn't.,HPL
id01766,It was here that Charles I. had collected his forces.,MWS
id13328,Was one of those who entered the building.,EAP
id04502,The police were thoroughly satisfied and prepared to depart.,EAP
id07782,She herself would disdain my interference.,MWS
id01262,At home he would pore diligently over the queer pictures and charts in his grandfather's books while Old Whateley would instruct and catechise him through long hushed afternoons.,HPL
id26770,What reason could there have been for the low the singularly low tone of those unmeaning words which the lady uttered hurriedly in bidding him adieu?,EAP
id19172,He had thought he heard rats in the partitions all the evening but paid little attention to them.,HPL
id22007,Then mighty art thou O wind to be throned above all other vicegerents of nature's power; whether thou comest destroying from the east or pregnant with elementary life from the west; thee the clouds obey; the sun is subservient to thee; the shoreless ocean is thy slave Thou sweepest over the earth and oaks the growth of centuries submit to thy viewless axe; the snow drift is scattered on the pinnacles of the Alps the avalanche thunders down their vallies.,MWS
id27099,My location to be sure was an excellent one being central and I had capital blacking and brushes.,EAP
id20517,"""But"" said I ""the enigma seems still in as bad a condition as ever.",EAP
id12580,The next evening therefore though the autumnal change had brought on cold and rain Adrian and Idris entered my cottage.,MWS
id01454,You alone habited in a white robe passed in all directions musically about me.,EAP
id02373,Gilman felt a gnawing poignant abhorrence shoot through his mental and emotional paralysis and the light metal bowl shook in his grasp.,HPL
id05312,My purpose at present is a very different one indeed.,EAP
id24487,Be proud of me and cherish your infant remembrance of me.,MWS
id23656,"Poor girl she was barely fifteen and without this consent her little amount in the funds was not come at able until five immeasurable summers had ""dragged their slow length along.""",EAP
id25885,The bodies had to be exceedingly fresh or the slight decomposition of brain tissue would render perfect reanimation impossible.,HPL
id07823,"It is the loveliest thing in creation"" ""What?",EAP
id06538,The corpse of the young lady was much bruised and excoriated.,EAP
id22894,I now determined to keep a journal of my passage reckoning the days from one to twenty four hours continuously without taking into consideration the intervals of darkness.,EAP
id21536,I knew myself when I renounced it.,MWS
id03943,What shall we think of a machine which can not only accomplish all this but actually print off its elaborate results when obtained without the slightest intervention of the intellect of man?,EAP
id11865,Instantly a figure advanced to the threshold that of a young woman about twenty eight years of age slender or rather slight and somewhat above the medium height.,EAP
id00437,After a moment there came another soft rattling and I knew that the room to the south of me was being entered.,HPL
id18811,On the night of the day on which this cruel deed was done I was aroused from sleep by the cry of fire.,EAP
id19951,Talk of the Ionic and Eleatic schools of Archytas Gorgias and Alcmaeon.,EAP
id08172,"""Having attained the altitude before mentioned that is to say three miles and three quarters I threw out from the car a quantity of feathers and found that I still ascended with sufficient rapidity; there was therefore no necessity for discharging any ballast.",EAP
id17645,Even now if we had courage we might be free.,MWS
id14461,Imitating Pickman's listening I fancied I heard a faint scurrying sound somewhere and a series of squeals or bleats in a direction I couldn't determine.,HPL
id21497,The landlord was in and greeted him pleasantly.,HPL
id07606,He proved however too hopelessly drunk to be a menace; so that I reached the dismal ruins of the Bank Street warehouses in safety.,HPL
id14573,For your life you could not have found a fault with its wonderful proportion.,EAP
id02531,She was there lifeless and inanimate thrown across the bed her head hanging down and her pale and distorted features half covered by her hair.,MWS
id02951,I wandered on and the coming darkness made every trace indistinct by which I might be guided.,MWS
id03512,"Then he commenced whispering as in awe: ""El ritmo Señor el ritmo de la tierra THAT THROB DOWN IN THE GROUND"" And now I also heard; heard and shivered and without knowing why.",HPL
id02384,Yog Sothoth is the key and guardian of the gate.,HPL
id26683,My garments were torn and they as well as my hands were stained with the blood of the man I had wounded; one hand grasped the dead birds my hard earned prey the other held the knife; my hair was matted; my face besmeared with the same guilty signs that bore witness against me on the dripping instrument I clenched; my whole appearance was haggard and squalid.,MWS
id01790,But the mummer had gone so far as to assume the type of the Red Death.,EAP
